turn_idx,B1,A1,B2,A2,B3,A3,B4,A4,B5,A5,B6,A6,B7,A7,B8,A8,B9,A9,B10,A10,B11,A11,B12,A12,B13,A13,B14,A14,B15,A15
426,1200288706.1521711,-3680771512.7527575,-2.38702459707888,4.3887137776811456e-16,-2575.1337279262184,-10573.482732441818,0.1015614252966272,0.9499875353141661,316573.52018499945,-47882.89610781685,94.93736237722779,-144.94557156020264,39249325.77693534,-354049938.41863793,-640811.6345484522,-106565.88465767191,-1472026209192.3323,-992624756453.4183,192956579.49874777,1471535348.6010504,-493863384830418.56,-781806241285224.9,965268179357.644,1127103240250.1277,-1.6727700290701379e+18,-7.578904357161142e+18,-4687400932929322.0,-6937560775134678.0,1.6925229326265218e+21,-1.1653499956150843e+21
427,1167712676.975063,-3688666494.328717,-2.3869495978987185,-2.3758111323439973e-16,-2402.1611623751696,-10665.320651614858,0.005280861914377279,0.8992425915425464,292657.20178632496,-135362.43973371785,51.54162339291139,-252.93229926050844,252424955.99696475,-781832739.4928151,24075.23581048373,748446.8535900585,-971217121742.0894,625794968023.5146,-214193411.26082638,1058124047.2266068,-1422890206451444.0,-149544230810735.88,1193170296855.6372,3893524850664.7197,7.608979011120691e+18,-5.113255856062327e+18,-5244137384840872.0,-5054125392266700.0,2.8787710200789336e+21,-1.4203633029078272e+21
428,1345614991.2646213,-3678595801.774763,-2.3869996611803104,6.629423877313502e-16,-2440.6176730229145,-10655.79044876715,-0.0752832351860009,0.9488069226614348,-264832.507987567,-8739.32900483459,356.6784158288944,-239.83747377868846,377677353.9078923,-507963173.3484927,381435.2248372268,125269.34134310477,-355058381895.72833,461455348044.6456,-276850294.92560124,885349264.0485907,-1911902316038104.0,-190793848798573.97,-236777879373.26077,927936838454.4902,6.937946285290577e+18,1.2889781134664737e+18,-524456757132787.25,-7528276304950959.0,-3.222914118583174e+20,-2.5894343124623913e+21
429,1088170150.9262319,-3531784695.9318185,-2.3869603243324335,1.256400196901669e-16,-2201.575137322914,-10688.465608053613,0.00475556798687839,1.04082226319958,496850.6996730258,-60399.44828961459,63.14129009625763,-12.29345694563421,885609265.6906734,-433822065.06666476,-309942.01365885854,-49939.95964192189,-622261248164.0477,357628504055.64575,144247399.20894516,1466726069.1610405,-1595588434340903.8,1044217678804658.6,-691889782026.6566,2025698419955.3523,1.4622361210657024e+18,7.091592192668226e+18,1159322851817282.0,-4925840487561981.0,1.0346341051151786e+21,-5.380812006681983e+21
430,1307212165.4007604,-3480151025.336151,-2.387005256133568,1.668515358854088e-16,-2181.463182855644,-10515.06231376391,0.02474353682119349,0.9519289218965574,422698.19048340054,-71073.13163662203,70.44132109002092,-382.14699279634516,933094189.3091631,-1052156509.3305739,-686835.2015080082,539441.1639686729,-1244049047126.457,1673302193212.5562,-10909309.962058464,806918081.449521,-3252127954443303.0,810482446765151.1,-837765061204.3829,1207410952607.5906,-4.445581939474253e+18,5.78359325162586e+18,-1629644928447404.2,-3834893184520229.0,1.4886957315465017e+21,-4.196413655236806e+21
431,1064331330.1317419,-3448151869.0826106,-2.386984422016522,-1.7993166760027684e-16,-2173.3630674427413,-10489.046359987839,-0.03165624326163155,0.8534334418582346,-35894.919564240365,-222204.78944831766,305.6435590792987,-467.6393011530853,686561549.986173,-1404729940.4357138,-34677.499456538135,554399.2191452308,335944132745.05597,1102381066032.6743,-829846398.2581017,1626703611.3629315,-2984105233375581.5,1152020308322534.2,-79276809156.38817,563334718592.3727,-6.84570934845696e+18,-1.6855400993620698e+18,-3712211522244420.0,-1780870267018737.8,-3.8025375758966646e+20,-4.868918384252841e+20
432,1154958107.0316854,-3555754223.511945,-2.386964908454443,2.6316542882348387e-17,-2274.212449514575,-10706.801561881746,0.043776507135295836,0.9779572999731185,373057.0206060412,93276.00579881825,3.3578055024990543,-91.83584637343559,580501843.9882753,-818018339.5076567,61925.313629323566,-262811.9838827436,512232540596.8935,-541699896506.45764,465211030.1599809,1913915818.968341,-2374071149871515.0,1787412886247789.8,-271877105668.1842,1046922124341.7612,-1.427683290230019e+18,-9.452029808555219e+18,-2686168803200808.0,-3725430643662877.0,3.175638547156835e+21,-1.8733039280858336e+21
433,1136250315.1336854,-3557927493.651106,-2.386975164809262,5.324877349582483e-16,-2485.489013948147,-10598.158026625542,-0.01639204058222203,1.1085677743420916,208441.0267857924,415324.6953390101,223.5086297740159,197.59349152518433,647996207.2211447,-858829787.498493,216451.40256416984,-616932.540871714,-678095525940.8188,-1299685956249.117,553883045.5578696,1473802612.6443045,-2586160817273178.0,-141729937465577.5,-2208010795898.6816,2667594873080.5977,7.57791613714693e+17,-7.413810954643604e+18,6102441467937611.0,-4739458701127651.0,4.805062721198184e+21,-7.44468944962855e+20
434,930069564.1449144,-2859617495.066438,-1.7914550262265658,2.3512705344559024e-16,-1788.657996717623,-7974.099305932295,0.026856658998570565,0.7074299469215046,252150.46834262853,29662.63831968209,92.78974879412672,-153.65876636271165,-245249190.9246766,-545705390.8703263,81125.0973529041,245771.6909403173,-43195908263.016624,-534996773558.26025,-470566882.3228812,811976551.2540404,279331599187185.9,-461951256373801.06,1627811301279.1357,2940501162734.3906,3.431200557539397e+17,-6.08894250270382e+18,-3218785615388102.0,-802238321476888.5,4.644486770784936e+21,8.699047137957252e+20
435,834013438.3126167,-2796330305.144926,-1.791417052196266,1.8950452044373887e-16,-1953.4973346558602,-8186.483237150958,-0.02554835020010432,0.6979051186773572,-120989.96422660688,216388.43831629967,270.52540196637034,-225.37192194702422,-70145594.23387289,-227025974.81544176,289285.63314173935,-161269.77039540344,-515741496340.3279,-708414403737.8762,5733412.455185787,1053229983.0704669,-174714406419965.97,-547238327050659.0,-497458719673.0159,2727618575191.953,4.376180350292983e+18,-3.744566846730273e+18,-4354364276870593.5,-4609927962945052.0,3.7133599524660136e+21,-6.19389847333563e+20
436,1043142343.8342129,-2647369158.58121,-1.7914284644201568,9.161504688830903e-17,-1802.2746714765801,-8040.896754760882,0.02978455324497961,0.697668809086408,314658.78430216474,-38558.75365526802,187.0628579853149,-4.305408315709695,555221748.1373392,-239715591.89476898,-345039.73597483925,-100498.88793086717,-1615928740446.1191,120322609752.89879,355375478.86192423,764090888.94021,-488685238734339.7,-416960560288515.75,382259144086.72974,2662998052775.1436,3.720678649660284e+18,5.805598679020471e+17,1057405421236010.9,-3702964257591460.5,-1.884172314102431e+21,-2.2906489415263317e+21
437,818826364.1041431,-2671804382.4046454,-1.7914396074978594,3.8716196776732613e-16,-1665.2196162191651,-7940.644358021164,0.045122488228196096,0.7182268343781508,323526.65226402687,-27946.34726027492,45.665749291018315,-101.9879166077564,498020067.25009346,-443477277.0154705,-393873.24498714734,327328.8239443007,-554856457814.9563,1188087506942.2856,-296389526.2076395,487799877.9171895,-1403913099451503.0,-28850433956922.645,-896804550125.1549,2282170489483.5635,1.4741736455231176e+18,4.716275397063359e+18,-383233974891356.25,-1391202725605262.8,2.986295390693116e+21,-3.347383851277961e+21
438,908841171.2062085,-2695667673.013679,-1.791395179375097,1.092586860844349e-16,-1670.5049676998635,-7960.449413082566,-0.005032407056029729,0.6380806128528057,-117603.55361441322,30703.526172240377,120.75924638302888,-351.23907009866247,415168371.64081526,-281095395.08205336,-243877.16933209953,104670.06919010445,-563134380941.2349,860198418728.2928,-199463381.2605262,1236359214.6526434,-1921015568402764.2,-83514375694566.58,-1494674628320.8428,1652114961662.9897,-4.591656415388272e+18,4.150996063556293e+18,-2282854675668283.0,-1592282633634643.2,2.717510202759785e+21,-1.0385067437034758e+21
439,894163522.591123,-2674328520.133648,-1.7914794709010131,3.5720850164657074e-16,-1689.9155804018012,-7954.056169734764,-0.00860095296821411,0.6921177879075787,238403.73435514615,-146754.6028344206,101.80969768129725,-55.199451803454174,771124623.233997,-220097679.6789817,1392.1587045073982,-204486.63060642482,-927866680383.3795,798939414983.6101,169842797.63896447,1064963552.8480787,-2258361022720128.0,372817928247596.4,-114625648893.63408,987550945849.7955,-6.25239781464769e+18,-2.358349755012034e+18,-2323443343571801.0,-1904689815465505.5,-2.7274830277674933e+20,-4.4884514796040733e+21
440,906394316.0843788,-2562457062.53052,-1.7914036404537859,1.1721423573146473e-16,-1671.6989354896689,-7872.786508329799,0.004079250013144705,0.7564977380996538,354080.01255737443,47737.181304176964,136.49536781620225,80.33288193228391,828776345.3617516,-941067996.2062182,67651.84046575968,-125909.77640174134,-27820897750.92255,539741228313.05286,-72849487.53549232,494190446.19627315,-2933289453581284.0,421828645658941.0,-633258045297.8408,705990071945.028,-1.3416601898712924e+18,-5.847704119648729e+18,-3230504628423143.5,-3183477749652792.5,2.8091009226798997e+21,-5.8616973759886066e+19
441,848499575.2819605,-2711873193.5148344,-1.7914438625988687,5.126393840880099e-16,-1535.2173483484244,-7835.81902767406,-0.008210460240304411,0.685089064189405,74199.23716200616,-119444.4536242914,176.96425225094941,-239.97358582208415,733054735.5448066,-1170113090.7398705,-301862.4563809338,372848.1934063118,714890835070.5763,1041342326589.0394,-473162992.08360606,1498131541.2249727,-1597923846872796.0,1494898771557426.8,-540356403588.56683,1205889394027.8674,5.873291581884613e+18,-3.6585152995976335e+18,-3978850490979052.5,-3589476155667373.5,1.236360295935608e+21,8.256920890359817e+20
442,687844398.4137529,-2698478133.616936,-1.791413716872115,4.811469543190374e-16,-1729.980521482522,-8094.867714081433,0.00031697010836882967,0.6534571443021694,-18533.947233618877,-110389.74908108286,36.23059088229674,-306.6265811444285,605513070.7474769,-725843375.1446109,-195358.01784076123,355480.38073185727,815109519350.6481,34724570122.90589,6582882.177630022,780243175.9165349,-2609449016693397.5,2026791586380203.8,-622527849819.3448,342700135463.5686,5.256263949911707e+18,1.2723469323145592e+18,-1121617896204437.0,-5304046974276506.0,-2.323280137300516e+21,-1.4534515695699262e+21
443,819829916.0127782,-2628366160.3268027,-1.7914560788096223,-9.859055456730606e-17,-1686.0350927639677,-8141.713630350146,-0.019430700019268995,0.7430628920359938,389177.70984260016,55775.63876377031,62.2227760805217,0.049222543502169126,729605726.0306839,-1184414817.9813006,146625.02821359647,326.61386836794765,932585065942.4164,-173533373982.2115,-164445136.76412925,388486400.88863605,-1974394644116247.0,1696257477637441.5,-2071125447351.4153,-227326671802.32257,1.9195222399259932e+18,4.826124866586998e+18,738729931926607.5,-3312938307405305.0,8.613476244434256e+20,-1.8088169371851534e+21
444,645051423.956542,-2734104061.1157045,-1.7914446640010229,-3.231041370617043e-17,-1782.4704597253544,-8156.364503216062,-0.01066732802018249,0.7273519844099575,101497.14247168698,-216686.4662615563,66.88605448503407,-147.79332110409214,202548313.9210439,-1186704239.2277262,-322055.8860163438,-324461.2013550918,719264211365.9547,163090917632.79993,-180730369.40819302,886491932.2871302,-647477515641685.2,1974482823558793.5,-1354626260070.9307,-1357567449885.7864,-4.79501158114019e+18,2.715422591838729e+18,932574698906207.4,-1723614495012698.2,-1.017454578730781e+18,-1.271199612079091e+21
445,729195529.0454433,-2804825271.812266,-1.7914181237384132,3.3987213718139037e-16,-1570.8679276125827,-8279.812175303356,0.08346633090616289,0.6835447549204712,126177.33083496388,-120317.48415506509,110.94523296212842,-182.04443519639852,-64279189.391424075,-740394999.4120029,-603808.7881682151,379205.84159013274,913689205355.4169,-613786250699.1018,-131352606.6790924,767337958.1231852,-1102456438003020.2,968905844941449.5,-643923478103.5155,-1715799356079.074,-4.4286994144856883e+18,-1.736214746723314e+18,-4501497962282443.0,62598822254964.12,3.4745112919631027e+21,-2.632998593236781e+20
446,700390108.1537563,-2823301174.8777223,-1.7914499167389233,4.3524280133455565e-17,-1701.939528072632,-8138.120940801546,-0.047328464138481234,0.6749625456253032,387434.47069458605,323578.3173341947,201.71432710624438,-112.93662238403776,-115707460.80449392,-955376169.8654896,160352.64038391944,291315.17317110655,119784566281.88951,-1577808863865.8132,88842180.4459857,839581328.2622366,530067551214398.8,500622584044336.3,1216787245425.4556,-930125398357.4594,-1.2731905486536046e+18,-5.597876076494876e+18,-3311074061784907.0,-5312093235723266.0,2.8776903859983016e+21,9.042937381411068e+20
447,866940664.2558361,-2704190242.193649,-1.7914731362553056,7.350109467310559e-17,-1649.8240299020297,-7959.236643442749,-0.006733711507868496,0.7127901644140927,312016.367856287,-193747.44772597257,156.02411076379872,-35.93047429778493,724433705.7786418,-312967122.6745863,7333.3460003682585,-280046.209163483,-1002357069462.489,912872801924.4901,-87234919.09803,1100528117.2403672,-1860102515917408.5,827449351648506.0,-411865433084.00824,2463017704039.955,-4.1397894494212434e+18,-3.616890087630751e+18,3096834359510920.5,-616828157641987.4,-4.0331743675875805e+21,-9.209717880685658e+21
448,707637075.8491173,-1826805800.4241443,-1.1955380475256774,2.259479194367769e-17,-1127.03014737526,-5282.259380126301,0.0013026118270724704,0.48841606357036493,291693.8746438141,-259607.36713761097,121.21452396090683,6.620578114513835,533864731.92909366,-838793116.9234815,-179649.29486980336,-209866.59223537557,452127666536.3317,1244311708216.738,-591796318.4984064,703428421.0345752,-1650411596126506.5,1796938641745185.5,340562892566.96533,-1256182003833.0515,-3.254215718188193e+18,-1.3100529742629184e+18,-2079707977983128.0,27365894467132.844,1.5835151969135226e+21,-2.8447539472405787e+20
449,602570513.4123993,-1873234734.494949,-1.195490969552026,2.64613195262763e-16,-1055.2721856413834,-5358.008906523101,0.0020826428207565,0.42251056060400594,-85754.77672335815,-48568.43163108497,4.838922232925218,-157.92708932095596,264461612.9438984,-882144709.5499973,-206331.7517750711,-33492.26033087863,1053286011982.8468,-44270382840.825676,24483254.37597792,906095559.694027,-1183124304677523.0,1280391019384844.8,1006595963067.3711,-1971239250754.1934,-7.70923991197442e+17,-3.932892975515139e+18,-4087139357474608.0,-1573649233171293.0,4.556956823979259e+20,1.7403473754446325e+21
450,635471270.6075095,-1883840745.833008,-1.1955228422494752,-1.0817858194199129e-16,-979.4700927912515,-5439.039053425134,0.0055153896860630994,0.45786586053431216,154637.35186339982,-68168.37803174663,-54.811281889226144,-111.65661145262393,394986683.2422378,-645656735.4002942,35019.07451762686,324877.6646072648,575307238104.9973,-507280407549.1262,460980905.77785033,625831285.7713001,-920449809875626.6,1456356056516389.5,1949229631583.9543,-726824021789.7925,3.382019147626585e+18,-2.791906087387142e+18,-314918073060995.1,-3588452451188182.0,-1.7206574975815972e+21,-1.753977521672324e+21
451,579506863.6679362,-1755990301.102236,-1.195510517114061,2.8239601563891397e-16,-975.9223121782146,-5356.530437960154,-0.024425722956161713,0.4966799817540804,324198.27293871035,-61826.302365734824,83.19082763134145,0.38048091272028683,168534672.231592,-983775933.1488409,5220.5875195149565,-125439.47628165364,249193548395.41867,-375597466158.6349,-201581861.72800717,679776123.9613317,-338322314965104.5,1813007169861966.2,1150640810947.9104,517011072620.60565,4.088885552000615e+18,1.751693654526999e+18,-465628463786467.9,-1100476098847643.0,2.6809254525467886e+21,-1.1301785674056335e+21
452,613442589.2289972,-1833905114.583817,-1.1955154276198716,1.8570489815159915e-16,-994.5882538103524,-5338.7295596453505,0.04668715328024345,0.44088504397719896,-5032.242503429073,-25200.030458158526,10.958364256207217,-12.305998987942699,-63361361.65795111,-798835069.6586707,-312483.8931678386,-151545.32409331712,640864616934.6317,-890244175041.066,-101815100.8004747,657945081.7980312,-203430062102166.1,1474301258120128.2,597148374053.5015,106430289235.40807,-1.222534908927007e+17,4.488358595287553e+18,-1700195612295702.2,-1678444346531791.8,7.384791833271097e+20,1.792350390845808e+21
453,456250652.6871463,-1880342758.2547796,-1.1955310342019256,2.6344589609275574e-16,-1116.914791460863,-5385.052195442815,0.0395370263963577,0.4424627309641971,27869.597686751247,-46161.118696282516,-0.5217802763140991,-73.96537683651059,-344072155.052017,-267608125.66688016,-148131.52837418744,288062.26359699696,385695414068.4559,-1070707064194.3276,297722048.42210215,421722631.78812677,230427053832488.66,709920365885848.4,1807945154351.4658,226109440420.13373,-2.9478119008738785e+18,2.128345130903752e+18,-1031970904715082.0,-1119870517819439.2,-1.685278471364061e+20,-1.9029434214295293e+20
454,658661119.4229126,-1886317198.1874852,-1.1954792427052714,2.8722028370583346e-16,-1284.3919699521923,-5332.862279884162,-0.04759210152787551,0.440391304494751,341866.5021244912,50674.312186774805,84.09250330621836,10.879634295587614,-42223960.81075101,-363118918.3173482,188395.76284138678,328853.4156623574,-781944471867.1102,-848014682899.7538,72997075.11514041,647271395.0924582,601798046319600.4,27610076164774.73,1523478482527.849,-449469377269.90955,-2.689455138066832e+18,-9.54338918318376e+17,-2684041000600924.5,-341174784619888.2,2.3097742001345803e+21,1.4810933283600484e+21
455,558413919.7152575,-1747778057.7399838,-1.195530588917921,-5.345491487735741e-17,-1224.0411293456752,-5264.071229165933,0.027931592761592763,0.4878059427532351,93302.10412042827,158667.5053106628,47.231799126552005,-54.97102009305047,-98255674.72662897,-404835750.05884725,-218880.43495530277,-204052.9758168674,-548171078934.9341,-546775640318.4868,46622538.42731022,811928021.9838532,26237469859632.906,-218161295080569.72,1825307007963.107,680173585125.728,-9.174986014897878e+17,-3.189832363921852e+18,-4847236313223160.0,-2122717329408247.2,2.0358494970431076e+21,-9.1833698425094e+19
456,527487565.07336384,-1816477727.9439778,-1.1954979697018482,5.1714003174907446e-17,-1277.3516432906833,-5375.428652413053,0.06799630556123679,0.46665478920605497,29395.272536745295,-48576.62938169293,108.66051660819241,-180.24770347137868,-42950962.406634144,90065716.05868644,-549800.6078457417,109771.6953834656,-787113867323.8712,-531485806894.2838,200889374.11890614,705089502.3658904,133376733090858.61,-728338574240619.4,1747118009947.3503,1224048861789.3093,3.095058723432906e+18,-2.1005135150872054e+18,-3110692068480119.5,-4712879867923323.0,5.8400802438352136e+20,-4.9400075618056815e+19
457,551015883.2980455,-1884649859.373175,-1.1955368917962397,3.855956867657692e-16,-1195.1099195818558,-5435.590143630751,0.014626250258940262,0.4167149250970097,273259.09414694645,-26418.379824091546,69.13913151507306,-107.29948113980126,75460287.556446,-9671454.937677592,-54245.26098364012,208656.41646866288,-1299477587576.7578,-56795279125.18656,-237067632.18804413,700850851.81683,-321425234732371.1,-964487816999136.5,-133134357154.38718,2088974596548.1895,3.27078178450093e+18,1.3655948731689508e+18,-937843760239302.5,-3880337007568558.5,2.3340190236843463e+21,1.4190726322014532e+20
458,416151996.94071513,-1851754252.8686645,-1.1955002179419956,5.410054052530302e-17,-1029.622836799781,-5320.443942343647,-0.023830449010353943,0.49236019863841246,60368.294684123466,-55543.70853748337,-85.01748951029555,103.56196685504649,339972000.3194903,-86162963.0913534,109269.3697906121,-6359.693785658362,-331388757758.6746,979989438889.5675,202733511.59314704,981322597.234758,-568338618995268.1,-346876811912063.25,-798172288897.6886,1561611991210.4075,1.2376031655062228e+18,4.681552301979891e+18,-723792393694294.6,-12762152794438.959,4.724499701994368e+21,-2.3453146061157378e+21
459,710497869.2814878,-1851069818.8577385,-1.1955272837749062,2.4043125140426043e-16,-1242.8194586231523,-5152.520701972438,-0.0016179238587225705,0.4547123790138557,-12742.980762380339,-105264.40147071237,8.82721268682461,-131.3232790746134,456546477.8479664,-231299498.3071006,-203378.8589999674,-271720.44113311055,-697194467027.7025,956692607166.5199,61453590.3788197,234111549.52563798,-1633188688683610.8,96303571440000.28,-890656978500.2,1265713174252.5005,-3.3789210918603796e+18,3.1333273388949084e+18,-1411825385619186.8,-1774215856499799.8,3.2631948799008224e+20,1.0956906145646357e+21
460,562848262.9177258,-1703698323.7102313,-1.195511726764961,2.1758665845417212e-16,-1070.2777029560368,-5182.650390264688,0.0609721966994186,0.42929356022472454,225934.36655004002,95652.64796710771,195.8964743040165,-123.7148535094995,643455008.4188956,-488563144.39696795,-517405.07493548666,42734.579654323585,-621893546849.1301,660272052775.7866,-76380762.72410192,732635622.3023494,-1988538839281405.0,409864629839470.5,198904582850.61542,1100233042711.7402,-3.312411675487817e+18,-1.641666006101136e+18,-2383955310056460.0,-3448178150891253.5,9.33574443764392e+20,-2.733907950984207e+21
461,620943328.4374686,-1810061012.7573578,-1.195501944809272,-9.35530531997418e-19,-996.6380422305497,-5158.4014778967085,-0.010017114767021577,0.457285190789687,152708.59278217875,-147676.19716471457,12.870199187596775,-6.27846386052669,380695115.2512291,-523555031.3888731,-90000.99132313034,126874.1416384641,355695711293.7395,1017343347947.9523,168473048.68634206,882890047.0768453,-1571361691833879.8,540826715754098.25,-437278346522.13904,1874717419435.9841,7.493037863796579e+17,-3.9552431924065014e+18,-2221766639525301.0,-423682405048403.94,2.781478833709581e+21,-2.7822512075002085e+21
462,424159185.6052286,-930949518.0023879,-0.5994335995402881,2.7551544409831706e-18,-583.7634790525218,-2782.9285177036622,0.01840767651387184,0.2132519789659533,-70178.67627739221,44262.17325555444,-0.6763467055403014,-141.31475179484644,-306241495.6629884,-210073361.89093384,-118882.96996850391,-159848.20327836258,-1178030113033.2112,-162394717805.57532,60487102.05916813,56613065.96329713,119173193458006.02,-25971329851213.29,-1340976179778.1133,-1449116134279.5298,-2.4670096149836365e+18,-3.439033553643839e+17,-1735902780705934.2,-2490530779259866.0,-2.0575560894739846e+21,7.424133016421032e+20
463,323301446.64792174,-911728599.2970593,-0.5994227873014362,5.8060027174005e-17,-488.6093653331425,-2728.799503545612,0.040219291075400225,0.25516466781072844,12544.892781053488,29475.94548821039,40.75886579065873,-92.38324688522636,-80542130.08352095,-8901229.257259494,-75070.78679218159,84305.78855791259,-766610954766.793,-306572152349.5502,168520710.25607282,418839727.292702,227039484057474.6,-190371689574390.84,-198097534298.67847,-430021980866.6928,-4.217131333560892e+16,-1.981797484812618e+18,510379070421833.3,-1515453288477714.5,2.1333077348096708e+21,-1.8219399087725439e+21
464,314224075.3941422,-997801963.6510288,-0.5994266368095346,-8.4012373010276e-18,-543.6851058720513,-2682.6176845182986,-0.02394465849487357,0.2598821896439558,254035.9227765311,-55327.0927514896,16.60740263272861,13.943088155098428,166270837.37982303,147880046.28098604,47700.8045371733,143274.65596600767,-662870808902.2241,502739015892.5891,5305681.350861399,543982727.9269987,88842892054280.25,-784139052062486.9,-1257826251575.6758,-174453840035.42133,2.1595439470084196e+18,-3.841060680703503e+17,-1131358139559121.5,44946610625866.31,4.015810894598752e+21,4.9008639116241116e+20
465,353818265.29704905,-840434361.0015469,-0.5994247442604469,-3.073427442517086e-17,-665.9756305222639,-2605.913031547156,0.010754148655566507,0.21911150659827694,22356.478563169323,34540.336389470176,-21.831984712953357,-25.173924302981398,-125382198.22759418,115068568.28358063,10444.547830850815,-166375.35662003345,-525944590016.4618,1039198609076.6038,56829526.88470804,141957901.9145714,-274862288631773.06,-489141953713569.75,-1407186339181.7231,-1301375812230.612,1.6001071698820278e+18,1.5231792348682895e+18,-476979346802952.4,-2199891390746963.5,5.621829213410582e+20,2.2036134435439853e+21
466,335712824.5802282,-898002258.204389,-0.5994367931169639,2.0606998383014722e-16,-766.993391555406,-2582.1736817410574,0.00584361264449127,0.24619801626106042,4433.114070825608,52087.023451611705,21.615091085224442,-123.04230287832064,294807123.61648715,-122834099.27750461,-118822.74076719122,-205677.18197202578,-148595988086.84433,748439806491.2911,-7647906.907686359,-7862066.948441233,-1119914224371207.6,-385583254328157.3,-341400936798.88464,-1902011525951.027,7.548390010694564e+17,1.9830529233835784e+18,830075887463040.0,-741556403412106.1,3.188428034392168e+20,-4.253049017086e+20
467,396394229.8772788,-902904790.8747281,-0.5994130951842754,-5.913176200895738e-17,-578.6493031965872,-2678.1453668819945,0.00588961502778705,0.22082367505337663,141191.1025428099,58713.64663360642,82.76791844955572,-132.00070851988824,435243342.163173,-124840319.25317879,-145242.45469837205,245321.67332237266,300230191980.41583,907578378540.4867,162191898.6675569,250582481.641236,-879089525246053.9,-283478338235733.44,-99108664748.72209,-1251992724371.248,-5.810770267275523e+16,1.414666873110518e+18,-477381186310087.75,-213150309341563.5,1.3056140369701222e+21,-4.7602218857869915e+20
468,352321228.6464495,-932771128.1177158,-0.59942990176432,6.934982179081073e-17,-534.5795902288197,-2691.7453613605717,-0.018864083753118793,0.21855951357642256,80296.16041604083,-29298.005304860417,-9.372060022143076,-41.09440415932204,263391746.4465501,-122837039.20710532,-54909.85129887622,154074.6693058262,563873319321.9812,730051571325.8097,74642603.80535719,455431531.5007387,-1187888178071318.8,380372795020108.56,647431060816.29,-920798179775.5948,-1.5439949008537838e+18,-3.689648592043245e+17,-931499772081128.5,-117117002432798.67,3.410849607048843e+20,-1.7944464008281244e+21
469,406624581.886026,-1019731017.5555185,-0.5994180332087052,2.5050182179961235e-18,-623.6759295774472,-2657.2518706858496,-0.000984079246127479,0.24361361527453074,30057.233987511667,22592.689395603087,-53.94063563526467,-14.264451799397651,375701785.1074324,-295253612.98732394,-130014.14228630821,-227860.7799980357,930214433061.9758,-130046407404.74841,-25035082.27658952,209924885.2571146,-1541815084909994.0,774306358518471.5,1153305648674.472,-1314813489219.069,6.244711926525366e+17,-1.3074430506661714e+18,-1765065319057220.8,-1524352243293415.2,-2.375441372052186e+20,7.069854684704659e+19
470,372815361.0652406,-940774915.1916556,-0.5994195254511344,1.1209824248144294e-16,-436.6423833257148,-2625.8240553185624,0.039061328152053036,0.2513257255042033,161613.6262413516,22400.703139404894,10.060665742400747,-54.33438057952671,333847465.2486599,-461609970.8638317,-228679.0043868393,60924.353626939956,815910623076.019,-342415037361.3399,237370444.34347612,589708638.3023044,-822412056261647.4,633317756451744.2,1455569847020.4556,-137916042626.6511,1.369230655080284e+18,-1.431018287631655e+18,-142195985284565.44,-1445650540912063.8,2.649797412269992e+20,-6.415636243641504e+20
471,377488084.541398,-899028913.8105276,-0.5994112096290745,-5.226802520991208e-17,-438.5326842179406,-2703.1470894334916,-0.010808961344643831,0.19918061113384353,-41489.25973800836,-64431.388658046926,12.8446698179955,-74.01429354383872,63042620.299980454,-642026372.3113911,-21331.440225084272,151574.3272987116,490519914944.7537,-459368412811.83606,-136523012.73485246,401021609.92341685,-787993416860606.9,1444845844727985.8,1404795255545.637,-569148787913.7985,1.9920983368248794e+18,3.9163387153040525e+17,-1020812759153963.4,-1478100598748378.5,1.1007094277917643e+21,-7.723956407580519e+20
472,366528923.3215281,-914348415.6029145,-0.5994234008101228,7.392443957133134e-17,-414.25973529028136,-2650.2711998832847,-0.0040724326784043275,0.23630795693198917,50783.979814116145,-22774.733171034422,-19.864740623920277,-11.336282565829844,64970896.36396214,-452479119.9078487,-57825.58325960811,-9328.721854245721,378421351330.782,-996572658023.2283,90087404.47977155,412586250.03962296,-374906866050218.9,1126143577773575.2,821584083971.3865,108767279036.94873,7.079144410190779e+17,2.871662000823346e+18,-993067043789184.4,-1585020567236980.2,6.72801835380517e+20,2.0214915514142173e+21
473,373838942.8218034,-952082369.6665514,-0.5994165091189704,1.6091336619148848e-16,-558.7048923720935,-2634.8667849249155,0.014807612526087921,0.23899642020339656,26538.32186607259,137446.53842155632,5.5969074406770565,-71.453641767729,-110358718.1695723,-412514755.33387965,-143696.6596097706,-91679.68638006636,-591531217665.1919,-1057056752482.8088,351208418.62797624,454259501.0438967,-241482305734050.22,531946629379998.2,2200964394001.5874,195640813552.62354,-1.68666012077892e+18,1.503120747856605e+18,914306308298555.5,-1839611091387791.0,-8.861907648331425e+20,-7.88557547104734e+20
474,339461387.778547,-878737610.6219901,-0.599418557215775,7.80576473729994e-17,-528.3029289993751,-2683.6933570241254,0.02478325055328418,0.2596164205941938,106440.03928579335,-41966.01402469215,74.2664771577131,-4.4708090760578445,-1520727.6469668054,-455684220.78759277,-112580.02300205416,71122.75834022842,-539877166280.2293,-769446422034.2808,-5750732.464239321,610106194.8392546,518398861465436.25,560724412253333.44,1288482702495.6511,1687930022711.609,-1.4997645842524127e+18,-5.2688875748906074e+17,-1827011796040957.2,716249931198423.1,1.5755414066155118e+21,4.056637659570239e+20
