Date	Options	A_MRU Level (rad)	B_Top Plate Level (rad)	Rref(m)	Lcoil(m)	I(A)	I FGC(A)	x (mm)	y (mm)	B1 (T)	A1 (T)	B2 (T)	Angle (rad)	B3 (T)	A3 (T)	B4 (T)	A4 (T)	B5 (T)	A5 (T)	B6 (T)	A6 (T)	B7 (T)	A7 (T)	B8 (T)	A8 (T)	B9 (T)	A9 (T)	B10 (T)	A10 (T)	B11 (T)	A11 (T)	B12 (T)	A12 (T)	B13 (T)	A13 (T)	B14 (T)	A14 (T)	B15 (T)	A15 (T)	
20190718_142707	dri rot 	0.000038	-0.000003	1.000000	1.322090	125.024593	125.000343	0.000000	0.000000	-1.183624e+011	5.133846e+010	2.982909e+000	-0.003344	-2.910690e+003	-1.406066e+004	-3.474041e-003	-1.454324e+000	7.803995e+005	-5.468758e+005	-2.179246e+002	3.616084e+002	-2.158402e+008	-1.346272e+009	-3.725759e+005	7.946344e+005	-9.169482e+011	1.878089e+012	-3.687949e+008	-2.593502e+009	-4.367597e+014	2.651354e+015	-2.830776e+011	1.770372e+012	5.072138e+017	-1.101685e+019	6.692931e+015	6.101356e+015	2.935626e+021	1.702061e+021	
20190718_142708	dri rot 	0.000038	-0.000003	1.000000	1.322090	125.016586	125.000343	0.000000	0.000000	-1.122475e+011	5.101472e+010	2.982979e+000	-0.003342	-2.705749e+003	-1.386971e+004	-1.171943e-001	-1.308530e+000	5.343402e+005	1.079019e+004	-4.382547e+001	7.155460e+001	-1.269981e+008	-2.073456e+009	4.056142e+005	3.170371e+005	-7.361625e+011	-5.545854e+011	-5.454854e+008	-1.729199e+009	-2.508306e+015	2.916632e+015	-1.988571e+012	-2.644319e+012	1.014482e+019	-6.338169e+018	4.174465e+015	9.400794e+015	-2.735416e+020	2.074734e+021	
20190718_142709	dri rot 	0.000038	-0.000003	1.000000	1.322090	125.016586	125.000343	0.000000	0.000000	-1.123029e+011	5.274769e+010	2.983008e+000	-0.003343	-2.983899e+003	-1.399513e+004	-6.388734e-002	-1.274536e+000	5.781194e+005	-7.894341e+004	7.440294e+001	6.502381e+001	4.728268e+008	-1.628752e+009	-3.058469e+005	-4.132986e+005	-1.445606e+012	-1.592511e+012	5.882329e+008	-8.644410e+008	-2.551080e+015	1.581779e+015	1.458716e+012	-4.196432e+012	1.126315e+019	4.861861e+018	1.896515e+015	8.195980e+015	-8.791221e+021	-2.806397e+021	
20190718_142710	dri rot 	0.000038	-0.000003	1.000000	1.322090	125.024593	125.000343	0.000000	0.000000	-1.182962e+011	5.300343e+010	2.982928e+000	-0.003341	-2.966505e+003	-1.390957e+004	4.707327e-002	-1.390811e+000	7.141604e+005	-2.993739e+005	1.073694e+002	3.295297e+002	4.442975e+008	-6.357384e+008	-7.808398e+005	1.983483e+004	7.689612e+011	-3.059934e+011	-2.349339e+008	-1.615576e+009	-2.060736e+015	7.714676e+014	2.563742e+012	-2.245495e+012	3.830839e+018	9.139847e+018	-1.487782e+015	3.302155e+015	2.047710e+021	-9.628936e+021	
20190718_142732	dri rot 	0.000041	-0.000003	1.000000	1.322090	125.016586	149.998413	0.000000	0.000000	-1.117038e+011	5.151196e+010	2.982918e+000	-0.003343	-3.085156e+003	-1.411081e+004	-1.626640e-001	-1.453236e+000	3.105184e+005	5.602569e+004	-8.843542e+001	-6.515606e+001	2.049956e+008	-8.080720e+008	-4.629791e+004	3.953656e+005	8.867960e+011	-3.507513e+011	-1.985375e+009	-8.255229e+008	-1.559972e+015	-7.196503e+014	2.886447e+012	1.907484e+012	-7.614170e+018	6.013387e+018	3.623342e+015	8.164878e+015	-3.366928e+020	-5.998882e+021	
20190718_142735	dri rot 	0.000041	-0.000003	1.000000	1.322090	149.999911	149.998413	0.000000	0.000000	-1.416939e+011	5.955614e+010	3.579522e+000	-0.003346	-3.680077e+003	-1.651770e+004	-5.623109e-002	-1.504719e+000	8.295444e+005	-2.758548e+005	4.575013e+001	1.665187e+002	-1.237423e+008	-1.513499e+009	2.450682e+005	-7.016358e+005	-8.996964e+011	3.159370e+011	-8.915060e+008	-2.284911e+009	-1.639147e+015	9.054578e+014	2.970373e+012	2.134977e+011	-6.854559e+018	8.691775e+018	3.443769e+015	2.316495e+015	6.496456e+021	-8.119505e+021	
20190718_142736	dri rot 	0.000041	-0.000003	1.000000	1.322090	150.007919	149.998413	0.000000	0.000000	-1.429251e+011	6.080183e+010	3.579564e+000	-0.003343	-3.693679e+003	-1.671811e+004	1.095798e-001	-1.533468e+000	7.801098e+005	-4.437950e+005	-7.894701e+001	5.445057e+002	-3.515167e+008	-1.624815e+009	-1.042798e+006	-1.847198e+005	-2.459166e+011	2.106328e+012	-3.679221e+007	-2.531374e+009	-1.038563e+015	2.415205e+015	4.135302e+010	6.491055e+011	-9.432211e+018	-4.331013e+018	3.167083e+015	-9.291545e+014	1.061598e+022	-2.384267e+021	
20190718_142737	dri rot 	0.000041	-0.000003	1.000000	1.322090	149.999911	149.998413	0.000000	0.000000	-1.356241e+011	6.351303e+010	3.579576e+000	-0.003345	-3.693297e+003	-1.680162e+004	7.230110e-003	-1.682982e+000	4.723559e+005	1.181901e+005	-2.236541e+002	6.150829e+001	1.616958e+008	-1.186028e+009	-3.687308e+005	1.257967e+006	9.395501e+009	-1.635913e+012	3.295889e+008	-1.703541e+009	-1.797612e+015	2.056351e+015	-2.817319e+011	5.710832e+011	9.426415e+016	-1.179442e+019	9.525786e+015	6.026388e+015	4.559981e+021	8.632410e+021	
20190718_142738	dri rot 	0.000041	-0.000003	1.000000	1.322090	150.007919	149.998413	0.000000	0.000000	-1.370736e+011	6.220463e+010	3.579585e+000	-0.003343	-3.672793e+003	-1.648001e+004	-1.188428e-001	-1.519725e+000	9.446178e+005	-5.550486e+005	1.437607e+002	-1.824531e+001	5.194293e+008	-1.539463e+009	5.244478e+005	4.165259e+005	-1.631378e+012	-1.501370e+012	-1.459234e+008	-1.936257e+009	-2.537206e+015	1.717640e+015	-1.633254e+012	-5.264129e+011	8.854604e+018	-8.239923e+018	4.795034e+015	1.082703e+016	-7.762098e+021	2.152897e+021	
20190718_142739	dri rot 	0.000041	-0.000003	1.000000	1.322090	149.999911	149.998413	0.000000	0.000000	-1.344074e+011	5.930373e+010	3.579519e+000	-0.003341	-3.450322e+003	-1.622722e+004	-1.046796e-002	-1.494312e+000	5.883403e+005	-5.944171e+005	-3.007824e+001	2.330994e+002	3.292000e+008	-1.809302e+009	-3.082981e+005	-7.242321e+005	1.892300e+010	8.216073e+011	2.093263e+008	-8.657588e+008	-2.621927e+015	9.552020e+014	-1.306223e+012	-3.686355e+012	1.385995e+019	2.230600e+018	8.212487e+014	5.814377e+015	-1.036923e+021	-4.921299e+021	
20190718_142802	dri rot 	0.000042	-0.000004	1.000000	1.322090	150.015926	199.999512	0.000000	0.000000	-1.371602e+011	5.343566e+010	3.579603e+000	-0.003350	-3.692156e+003	-1.682817e+004	1.987499e-002	-1.605065e+000	8.438885e+005	-1.688461e+005	-3.086158e+001	-8.421976e+001	5.847191e+008	-1.808371e+009	-4.524744e+005	-1.500942e+005	-7.922363e+011	2.206691e+011	-3.988876e+008	-1.839554e+009	-1.008777e+015	2.052193e+015	7.712365e+011	3.722473e+012	-1.014522e+019	-4.925023e+018	6.088775e+015	2.001582e+015	7.959257e+021	7.539163e+020	
20190718_142806	dri rot 	0.000042	-0.000004	1.000000	1.322090	200.030629	199.999512	0.000000	0.000000	-1.810741e+011	8.012027e+010	4.771415e+000	-0.003337	-4.249229e+003	-2.187875e+004	-1.136156e-001	-2.100860e+000	1.361061e+006	-5.230799e+005	8.469506e+001	2.782183e+002	6.874347e+008	-2.138720e+009	3.654735e+005	-3.068779e+005	-7.151381e+010	6.847399e+010	5.567630e+008	-1.318490e+009	-4.243508e+015	2.748155e+015	3.452104e+012	-2.087417e+012	-9.589189e+018	1.097861e+019	-1.042959e+015	1.777228e+015	7.880626e+021	-8.188561e+021	
20190718_142807	dri rot 	0.000042	-0.000004	1.000000	1.322090	200.022622	199.999512	0.000000	0.000000	-1.790693e+011	7.919702e+010	4.771435e+000	-0.003342	-4.665941e+003	-2.160266e+004	6.786473e-002	-1.926909e+000	2.466553e+004	-3.831592e+005	-3.335233e+002	6.363534e+002	1.525586e+008	-1.895272e+009	-6.369583e+005	-4.406001e+005	1.386160e+012	-6.673183e+011	1.758244e+009	-3.546842e+009	-3.596782e+015	4.947311e+014	2.012612e+012	2.196308e+012	-1.290491e+019	-4.423882e+018	3.267302e+015	-1.901016e+015	9.164782e+021	4.805225e+021	
20190718_142808	dri rot 	0.000042	-0.000004	1.000000	1.322090	200.006607	199.999512	0.000000	0.000000	-1.869444e+011	7.850398e+010	4.771469e+000	-0.003348	-4.694058e+003	-2.197569e+004	-2.874652e-002	-2.141795e+000	1.026236e+006	-2.128235e+005	3.014383e+002	-1.901519e+002	3.742638e+007	-8.994893e+008	-4.621103e+005	9.164302e+005	3.900259e+011	-2.389136e+012	-1.597444e+009	-2.726415e+009	-9.066898e+014	1.973629e+015	-9.699472e+011	2.709087e+012	-2.751317e+018	-1.723354e+019	7.497385e+015	6.811264e+015	6.609483e+021	-3.593434e+021	
20190718_142809	dri rot 	0.000042	-0.000004	1.000000	1.322090	200.006607	199.999512	0.000000	0.000000	-1.861627e+011	8.216390e+010	4.771447e+000	-0.003342	-4.695702e+003	-2.181973e+004	8.075511e-002	-2.282689e+000	1.569547e+006	-2.040114e+005	-1.886895e+002	-2.284026e+002	5.046763e+008	-2.333130e+009	-4.660421e+005	4.802750e+005	-1.512778e+012	7.815820e+011	2.213876e+008	-1.283407e+009	-3.818370e+015	2.434197e+015	-3.353997e+012	7.301768e+011	1.520642e+019	-9.972098e+018	9.016438e+015	1.546936e+016	1.952629e+021	5.279629e+021	
20190718_142810	dri rot 	0.000042	-0.000004	1.000000	1.322090	200.006607	199.999512	0.000000	0.000000	-1.862461e+011	8.238581e+010	4.771445e+000	-0.003344	-4.402174e+003	-2.231584e+004	-3.009818e-002	-2.000637e+000	8.002929e+005	4.545831e+003	2.259299e+002	3.190698e+002	1.179165e+008	-1.746929e+009	1.372732e+005	-7.178768e+005	-4.687864e+011	-2.076191e+012	-6.844238e+008	-2.664917e+009	-3.752214e+015	2.982723e+015	1.447313e+012	-1.452554e+012	3.475989e+018	1.855678e+019	-1.153282e+015	5.771021e+015	3.516296e+021	-8.256488e+021	
20190718_142832	dri rot 	0.000036	-0.000004	1.000000	1.322090	200.006607	150.000626	0.000000	0.000000	-1.866832e+011	8.927305e+010	4.771480e+000	-0.003349	-4.378249e+003	-2.231004e+004	1.450656e-001	-2.146613e+000	5.106063e+005	-3.982099e+005	2.192830e+002	1.929214e+001	4.293657e+008	-2.312992e+009	-5.715412e+005	3.293604e+005	-1.142293e+012	-2.952611e+011	-9.284551e+008	-3.791363e+009	-1.654023e+015	3.499921e+015	-2.288329e+012	-6.532050e+012	-1.045218e+019	-3.119398e+017	2.258050e+016	1.234160e+016	-1.410621e+022	3.556544e+020	
20190718_142836	dri rot 	0.000036	-0.000004	1.000000	1.322090	150.007919	150.000626	0.000000	0.000000	-1.370332e+011	6.298296e+010	3.584900e+000	-0.003341	-3.523405e+003	-1.671550e+004	-1.067058e-001	-1.684431e+000	4.862738e+005	-2.245633e+005	1.489281e+002	1.983874e+002	4.914032e+008	-1.721629e+009	1.501293e+005	7.047060e+005	6.841763e+010	-8.652223e+011	-3.664001e+008	-2.357752e+009	-2.657188e+015	2.112879e+015	1.319557e+012	2.187675e+012	-7.714949e+018	9.634760e+018	3.902560e+015	1.471208e+015	-1.895149e+021	-4.369327e+021	
20190718_142837	dri rot 	0.000036	-0.000004	1.000000	1.322090	150.007919	150.000626	0.000000	0.000000	-1.366576e+011	6.352996e+010	3.584885e+000	-0.003337	-3.291299e+003	-1.682014e+004	-9.092291e-002	-1.549885e+000	4.798460e+005	-2.621256e+005	9.261123e+001	2.193783e+002	5.529808e+008	-8.397597e+008	-1.509454e+005	-7.318815e+005	8.440312e+010	-1.846306e+012	-4.437171e+008	-2.163872e+009	-3.823561e+015	2.087720e+015	-2.299061e+012	2.427996e+012	-7.359863e+018	-2.952723e+018	7.568900e+015	2.781340e+015	8.504331e+021	-3.892379e+021	
20190718_142838	dri rot 	0.000036	-0.000004	1.000000	1.322090	149.999911	150.000626	0.000000	0.000000	-1.404351e+011	6.135063e+010	3.584856e+000	-0.003340	-3.429712e+003	-1.658115e+004	5.627177e-002	-1.606508e+000	1.215777e+006	-5.258363e+004	-1.858319e+002	1.908344e+002	3.207030e+008	-1.280191e+009	-1.191945e+006	-2.999320e+005	-6.105166e+011	-2.165194e+012	1.443381e+008	-2.288178e+009	-3.066231e+015	-3.431678e+014	-1.177101e+012	-1.453527e+012	-1.122542e+018	-7.185356e+018	7.083039e+015	6.243904e+015	4.419247e+021	3.643277e+021	
20190718_142839	dri rot 	0.000036	-0.000004	1.000000	1.322090	150.015926	150.000626	0.000000	0.000000	-1.424354e+011	6.153698e+010	3.584865e+000	-0.003343	-3.710505e+003	-1.651943e+004	-8.974851e-002	-1.720356e+000	6.325250e+005	-5.173504e+004	1.154237e+002	2.528456e+002	1.013765e+008	-1.353844e+009	-3.590141e+005	8.709949e+005	6.440975e+011	-3.126539e+011	-6.655176e+007	-2.423853e+009	-1.210110e+015	4.639872e+014	2.201228e+011	-1.993199e+012	7.941747e+018	-5.011600e+018	4.281865e+015	1.221488e+016	-4.532193e+021	3.541300e+021	
20190718_142840	dri rot 	0.000036	-0.000004	1.000000	1.322090	149.999911	150.000626	0.000000	0.000000	-1.446618e+011	6.991111e+010	3.584870e+000	-0.003335	-3.637704e+003	-1.677480e+004	-1.485714e-001	-1.566378e+000	1.223983e+005	-4.295452e+005	8.676823e+001	5.126885e+002	-7.683886e+007	-1.308352e+009	5.204580e+005	-1.634803e+005	1.812704e+012	3.528263e+011	3.174113e+008	-1.300588e+009	-1.298997e+015	7.966915e+014	4.262034e+010	-2.108618e+012	1.300363e+019	3.433855e+018	1.207451e+015	9.868866e+015	4.050587e+020	-1.865382e+021	
20190718_142902	dri rot 	0.000036	-0.000005	1.000000	1.322090	150.007919	124.995850	0.000000	0.000000	-1.451494e+011	6.078011e+010	3.584821e+000	-0.003338	-3.795070e+003	-1.664027e+004	-4.749998e-002	-1.587520e+000	5.190168e+005	-3.828336e+005	-6.323344e+001	2.025922e+002	-3.815557e+008	-1.597042e+009	1.490687e+004	-2.098273e+005	-8.658355e+011	8.204100e+011	-4.098212e+008	-1.973116e+009	-7.234139e+014	1.479958e+015	-6.130046e+011	-2.775194e+012	-6.932412e+018	6.735192e+018	1.840230e+016	1.714878e+016	-1.761483e+021	-1.363772e+021	
20190718_142906	dri rot 	0.000036	-0.000005	1.000000	1.322090	125.008578	124.995850	0.000000	0.000000	-1.168622e+011	5.174345e+010	2.988900e+000	-0.003335	-3.147491e+003	-1.357648e+004	-5.451348e-002	-1.377193e+000	4.406751e+005	-3.103613e+005	-1.040253e+002	1.313328e+002	6.472228e+008	-1.515361e+009	3.546722e+005	1.822158e+005	5.743791e+011	-1.568381e+012	2.493829e+008	-6.663034e+008	-2.276590e+015	4.625362e+014	-1.970643e+012	1.092233e+012	-4.124997e+018	6.703280e+018	-1.611997e+015	3.645528e+014	6.347269e+021	-7.719010e+021	
20190718_142907	dri rot 	0.000036	-0.000005	1.000000	1.322090	125.008578	124.995850	0.000000	0.000000	-1.164448e+011	5.311890e+010	2.988877e+000	-0.003336	-2.955353e+003	-1.382950e+004	-6.879897e-002	-1.267405e+000	7.826933e+005	-1.537106e+005	-2.691819e+002	3.230353e+002	1.678777e+007	-1.193342e+009	3.067568e+005	-9.600164e+005	7.252302e+010	-4.789588e+011	2.045830e+008	-1.992485e+009	-1.192865e+015	-2.553446e+014	-2.104922e+012	4.097256e+011	-7.712724e+018	-1.466609e+018	6.464881e+015	1.310177e+015	9.176195e+021	3.331294e+020	
20190718_142908	dri rot 	0.000036	-0.000005	1.000000	1.322090	125.016586	124.995850	0.000000	0.000000	-1.190937e+011	5.125211e+010	2.988889e+000	-0.003337	-3.197145e+003	-1.370513e+004	5.687822e-002	-1.302475e+000	1.968834e+005	-5.170477e+005	-4.673501e+001	1.746366e+002	-3.092313e+008	-8.121356e+008	-6.283464e+005	-8.810226e+004	1.095874e+012	6.887262e+011	-1.719249e+008	-1.445237e+009	-3.741386e+014	3.759338e+014	-2.643361e+012	-1.869387e+012	-7.754990e+016	-9.122520e+018	7.637969e+015	2.120817e+015	2.999240e+021	6.872323e+021	
20190718_142909	dri rot 	0.000036	-0.000005	1.000000	1.322090	125.016586	124.995850	0.000000	0.000000	-1.167340e+011	5.329951e+010	2.988918e+000	-0.003335	-3.235184e+003	-1.387079e+004	-5.443375e-003	-1.428212e+000	4.762313e+005	-2.265613e+005	1.511867e+002	2.560852e+002	-1.739827e+008	-1.368660e+009	1.206972e+005	7.187777e+005	8.101037e+011	-2.834926e+011	2.586603e+008	-1.614032e+009	-2.546973e+013	1.244189e+015	-6.040396e+011	-1.883484e+012	8.565328e+018	-7.214363e+018	4.316607e+015	5.398922e+015	8.786115e+020	8.108925e+021	
20190718_142910	dri rot 	0.000036	-0.000005	1.000000	1.322090	125.008578	124.995850	0.000000	0.000000	-1.177027e+011	5.431775e+010	2.988908e+000	-0.003334	-3.156459e+003	-1.376722e+004	-7.478088e-002	-1.280859e+000	7.039571e+005	-4.140330e+005	-1.965704e+002	4.332002e+002	2.346961e+008	-1.919606e+009	4.266592e+005	-3.169616e+005	-1.133569e+012	1.749244e+012	4.035773e+007	-1.935736e+009	-5.839242e+014	2.038714e+015	1.005354e+011	-1.084121e+012	1.123484e+019	2.888613e+018	2.885497e+015	9.611099e+015	-7.710040e+021	1.264218e+021	
20190718_142932	dri rot 	0.000036	-0.000004	1.000000	1.322090	125.008578	100.000717	0.000000	0.000000	-1.164874e+011	5.297201e+010	2.988881e+000	-0.003341	-3.115938e+003	-1.379170e+004	-6.222567e-003	-1.152367e+000	2.087449e+004	-8.131001e+005	-2.377146e+002	1.063839e+002	1.264347e+008	-1.155480e+009	5.133380e+005	-1.030019e+006	-4.478612e+011	1.976796e+012	-4.420284e+008	-1.525778e+009	-9.931976e+014	1.654513e+015	-4.746618e+012	5.390261e+011	7.729406e+016	8.450539e+018	6.879351e+015	1.552173e+016	-6.824738e+021	5.734913e+021	
20190718_142936	dri rot 	0.000036	-0.000004	1.000000	1.322090	100.009239	100.000717	0.000000	0.000000	-8.497820e+010	4.129978e+010	2.392481e+000	-0.003329	-2.302963e+003	-1.085121e+004	-5.415345e-002	-1.055743e+000	6.587012e+005	-1.374130e+005	-6.272079e+001	3.410595e+002	3.742454e+008	-1.726241e+009	6.666633e+005	4.318019e+005	-2.376397e+012	-4.010686e+011	-6.652283e+007	-1.110530e+009	-1.816971e+015	1.884315e+015	-1.520652e+012	-1.029528e+012	-4.157363e+018	5.677790e+018	2.267039e+015	2.363213e+015	1.152324e+021	1.204756e+020	
20190718_142937	dri rot 	0.000036	-0.000004	1.000000	1.322090	100.001232	100.000717	0.000000	0.000000	-8.537320e+010	3.991557e+010	2.392467e+000	-0.003335	-2.362486e+003	-1.078704e+004	-4.961327e-002	-9.528897e-001	1.499957e+005	-6.591244e+005	-3.426979e+002	1.966060e+002	6.963501e+008	-1.619468e+009	3.124315e+005	-1.339935e+005	-9.180179e+011	-6.927343e+009	5.850023e+008	-7.265141e+008	-2.745436e+015	2.193905e+015	-9.479968e+011	-1.629518e+012	-5.415031e+018	-2.739446e+018	4.201849e+015	6.570221e+013	5.132440e+020	-8.397989e+020	
